Char_Left,Char_Right,Char_All,HwSim_LA,HwSim_RA,HwSim_LR,Cos_LMD,Cos_ST,hw_if_left,cos_if_left,form,nPD,nSememes,POS_first,freq,semefreq_first,concreteness,concreteness_left,concreteness_right,POS_first_left,POS_first_right,isDict
一,霸,一霸,0.2209090909090909,1.0,0.2857142857142857,0.6377063661114566,0.3829258439904697,0,0,-1,1,2,noun,-1,2,-1,-1,336790,num,verb,0
一,霎,一霎,0.3684210526315789,1.0,0.3684210526315789,0.6165141736629112,0.58169179218888,0,0,-1,2,1,adv,9755,1,9755,-1,14098,num,adj,1
丁,烷,丁烷,0.5,1.0,0.5,0.7107166181063593,0.5122465995017582,0,0,-1,1,1,noun,2184,1,2184,852679,31608,noun,noun,0
丁,基,丁基,0.5,1.0,0.5,0.5648295869445288,0.3989933269293026,0,0,-1,1,1,noun,7141,1,7141,852679,1971955,noun,noun,0
丁,冬,丁冬,0.3967222222222222,1.0,0.3967222222222222,0.5062852787714296,0.5100489692755916,0,0,-1,1,3,echo,2839,3,2839,852679,1246401,noun,echo,1
丁,烯,丁烯,0.5,1.0,0.5,0.6835243899558988,0.4990170820587166,0,0,-1,1,1,noun,1065,1,1065,852679,35122,noun,noun,0
七,情,七情,0.2430434782608695,1.0,0.2633333333333333,0.588833971511523,0.5247774489918717,0,0,-1,1,2,noun,7357,2,7357,-1,2158653,num,noun,1
万,分,万分,1.0,0.5,0.5,0.5115286945388334,0.5375015410538236,1,0,-1,2,1,adv,199797,1,199797,-1,11826179,num,noun,1
万,般,万般,1.0,0.2430434782608695,0.2633333333333333,0.6299519131122655,0.4235729503205047,1,0,状中,3,2,adv,24062,2,24062,-1,1378728,num,stru,1
万,众,万众,0.2358823529411764,1.0,0.4,0.5833275412783472,0.5583431202984053,0,0,-1,2,3,noun,48181,3,48181,-1,1009203,num,noun,1
万,死,万死,0.282051282051282,1.0,1.0,0.5769611083439729,0.5117150103574346,0,0,-1,1,1,verb,2810,1,2810,-1,7572512,num,adj,1
万,把,万把,1.0,0.2857142857142857,0.3103448275862069,0.3694032363036568,0.5745137144140244,1,1,-1,1,1,num,-1,1,-1,-1,25511304,num,classifier,0
丈,夫,丈夫,0.0697893217893217,1.0,0.0697893217893217,0.6704507716144923,0.4660681361916943,0,0,-1,2,4,noun,1090817,4,1090817,301535,827796,classifier,noun,1
丈,量,丈量,0.0466666666666666,1.0,0.0832499999999999,0.4652172124802849,0.3920240119738684,0,1,-1,2,1,verb,17094,1,17094,301535,2270483,classifier,noun,1
三,餐,三餐,0.2633333333333333,1.0,0.2727272727272727,0.741217021657916,0.5322763227762517,0,0,-1,1,2,noun,42787,2,42787,-1,993709,num,noun,0
三,鲜,三鲜,0.2209090909090909,1.0,0.3684210526315789,0.7279705676734978,0.536511598595989,0,0,-1,1,2,noun,14329,2,14329,-1,568177,num,adj,0
三,赢,三赢,0.2727272727272727,1.0,0.2727272727272727,0.6084615796280509,0.2944730797136439,0,0,-1,1,1,verb,-1,1,-1,-1,1668896,num,verb,0
三,舅,三舅,0.2209090909090909,1.0,0.2209090909090909,0.735008686729075,0.6138926741569517,0,0,-1,1,5,noun,-1,5,-1,-1,74532,num,noun,0
上,面,上面,0.865,1.0,0.73,0.3581129737850622,0.6898786533889794,0,1,后缀,7,7,noun,1310429,7,1310429,66509925,5188966,verb,classifier,1
上,去,上去,1.0,0.7443333333333333,0.7443333333333333,0.4835049772718268,0.6967416529031207,1,1,述补,2,4,verb,834739,4,834739,66509925,30059353,verb,verb,1
上,涨,上涨,0.73,1.0,0.73,0.7845127162345457,0.5584230114273881,0,0,-1,12,8,verb,2266059,8,2266059,66509925,1551489,verb,verb,1
上,来,上来,1.0,0.7443333333333333,1.0,0.5337586037737143,0.6944774833623333,1,0,联合,3,5,stru,981435,5,981435,66509925,37970033,verb,verb,1
上,次,上次,1.0,0.6666666666666666,0.6666666666666666,0.5564973368509664,0.5304571711578312,1,0,-1,2,1,adv,544569,1,544569,66509925,17518177,verb,adj,0
上,演,上演,0.4545454545454545,1.0,0.6262962962962962,0.6468160401285272,0.4773150994986982,0,0,-1,4,1,verb,448537,1,448537,66509925,1117462,verb,verb,1
上,天,上天,0.73,1.0,0.73,0.5448798932611356,0.4128488800036139,0,0,述宾,3,5,noun,197428,5,197428,66509925,20457907,verb,noun,1
上,报,上报,0.919,1.0,0.6923076923076923,0.5897025164341171,0.5389762974295047,0,0,状中,2,6,verb,220031,6,220031,66509925,7497313,verb,noun,1
上,万,上万,0.3684210526315789,1.0,0.5,0.6223170676077517,0.525271798248862,0,0,-1,1,1,num,146017,1,146017,66509925,-1,verb,num,0
上,层,上层,0.3525,1.0,0.33,0.5368043304938896,0.604079939017307,0,0,-1,2,6,noun,95349,6,95349,66509925,2931775,verb,noun,1
上,扬,上扬,1.0,0.5428571428571428,0.6129032258064516,0.6099379285147036,0.4486868739061542,1,0,-1,2,6,verb,310810,6,310810,66509925,415206,verb,verb,1
上,千,上千,0.3684210526315789,1.0,0.5,0.6773328887895529,0.5569066698821732,0,0,-1,2,3,num,-1,3,-1,66509925,-1,verb,num,0
上,水,上水,1.0,0.4069230769230768,0.5,0.6728054160887433,0.6311602357731085,1,0,-1,3,5,adj,26210,5,26210,66509925,8153040,verb,noun,1
上,回,上回,1.0,0.4,0.8181818181818182,0.5423067371879311,0.4968291435186057,1,0,-1,1,1,adj,33349,1,33349,66509925,6341453,verb,verb,0
上,届,上届,1.0,0.2430434782608695,0.2430434782608695,0.7082994735221055,0.51633819479688,1,0,-1,1,1,adj,115860,1,115860,66509925,1485620,verb,classifier,0
上,锁,上锁,0.5862068965517241,1.0,0.5862068965517241,0.7472696262314036,0.5985146210611909,0,0,-1,1,1,verb,16537,1,16537,66509925,527022,verb,verb,0
上,流,上流,1.0,0.2878947368421052,0.6923076923076923,0.4574019523563071,0.5927329627786042,1,1,定中,2,4,adj,45030,4,45030,66509925,2295279,verb,verb,1
上,房,上房,0.341111111111111,1.0,0.5,0.6307829863416285,0.5548289209628384,0,0,-1,1,1,noun,32591,1,32591,66509925,4335980,verb,noun,1
上,集,上集,0.3299999999999999,1.0,0.6923076923076923,0.6985820544032593,0.4294332046826777,0,0,-1,1,3,noun,8203,3,8203,66509925,1513931,verb,verb,0
上,声,上声,0.3299999999999999,1.0,0.3299999999999999,0.5628123347977088,0.4613427834559453,0,0,-1,1,2,noun,5871,2,5871,66509925,5062333,verb,noun,1
上,冻,上冻,0.394,1.0,0.8181818181818182,0.70619428691161,0.5502004185299707,0,0,-1,1,2,verb,4179,2,4179,66509925,727675,verb,noun,1
下,面,下面,1.0,0.7999999999999999,0.73,0.4649103554926606,0.5795036455123259,1,1,后缀,6,9,noun,1159872,9,1159872,26737542,5188966,verb,classifier,1
下,去,下去,1.0,0.7443333333333333,0.7443333333333333,0.465161723853766,0.552892305331738,1,1,联合,8,6,stru,1997508,6,1997508,26737542,30059353,verb,verb,1
下,来,下来,1.0,0.7443333333333333,0.7443333333333333,0.4715272484913901,0.6732610121443936,1,1,00,5,5,stru,2485627,5,2485627,26737542,37970033,verb,verb,1
下,方,下方,1.0,0.8999999999999999,0.815,0.459211548653449,0.535806102137004,1,1,-1,3,2,noun,212046,2,212046,26737542,5144385,verb,noun,0
下,次,下次,1.0,0.6666666666666666,1.0,0.5316300670199632,0.5353299951724604,1,0,-1,2,1,num,706760,1,706760,26737542,17518177,verb,adj,0
下,雨,下雨,1.0,0.2534042553191489,0.3516216216216216,0.7247316771849934,0.4759046803730579,1,0,-1,1,2,verb,438477,2,438477,26737542,1306669,verb,noun,0
下,令,下令,0.5151515151515151,1.0,0.73,0.5344176790267712,0.3992314180268334,0,0,-1,2,1,verb,189566,1,189566,26737542,2339519,verb,noun,1
下,发,下发,0.6666666666666666,1.0,1.0,0.6190847767836029,0.5229642495080894,0,0,-1,1,1,verb,287741,1,287741,26737542,7143812,verb,noun,0
下,达,下达,1.0,0.8260869565217391,0.8260869565217391,0.4933302614845077,0.4171116453376626,1,1,-1,2,1,verb,240530,1,240530,26737542,5111805,verb,verb,1
下,沉,下沉,0.8260869565217391,1.0,0.8260869565217391,0.6050011762890487,0.4209692591524223,0,0,-1,9,6,verb,62909,6,62909,26737542,536317,verb,verb,0
下,辖,下辖,0.4117647058823529,1.0,0.4117647058823529,0.8397423368049823,0.5773898217668876,0,0,-1,1,1,verb,-1,1,-1,26737542,138418,verb,verb,0
下,雪,下雪,1.0,0.2741860465116279,0.5862068965517241,0.7150427683772604,0.4080513206455729,1,0,-1,1,2,verb,312988,2,312988,26737542,1707566,verb,noun,0
下,垂,下垂,1.0,0.5151515151515151,0.6666666666666666,0.730596122557253,0.4653420636893204,1,0,-1,3,1,verb,60934,1,60934,26737542,267752,verb,verb,0
下,设,下设,0.8181818181818182,1.0,0.8181818181818182,0.592259445605834,0.431451088978477,0,0,-1,1,1,verb,-1,1,-1,26737542,1550144,verb,verb,0
下,葬,下葬,0.53,1.0,0.53,0.8093028820688742,0.4559397745641567,0,0,-1,2,3,verb,16436,3,16436,26737542,92980,verb,verb,1
下,回,下回,1.0,0.4,0.8333333333333334,0.5364298926888151,0.5445736929314,1,0,-1,1,1,adj,43110,1,43110,26737542,6341453,verb,verb,0
下,等,下等,1.0,0.3333333333333333,0.73,0.4917297603503591,0.5073455144865585,1,1,-1,2,1,adj,24311,1,24311,26737542,36263392,verb,verb,1
下,品,下品,1.0,0.3103448275862069,0.625,0.620253027964537,0.4135728181596565,1,0,-1,2,1,adj,7420,1,7420,26737542,1651932,verb,verb,1
下,潜,下潜,0.73,1.0,0.73,0.6897354187841591,0.4301438774636505,0,0,-1,1,4,verb,-1,4,-1,26737542,280349,verb,adj,0
下,贱,下贱,0.3846153846153846,1.0,1.0,0.7994483801145147,0.4582944859854954,0,0,-1,2,1,adj,12573,1,12573,26737542,695342,verb,adj,1
下,集,下集,0.3299999999999999,1.0,0.8,0.6856883683321119,0.4577375314301867,0,0,-1,1,3,noun,13571,3,13571,26737542,1513931,verb,verb,0
下,陷,下陷,0.73,1.0,0.73,0.6241996618569372,0.444715692321139,0,0,-1,2,2,verb,15511,2,15511,26737542,200056,verb,verb,1
下,届,下届,1.0,0.2430434782608695,0.2430434782608695,0.725401099408103,0.4498469762694658,1,0,-1,1,1,num,-1,1,-1,26737542,1485620,verb,classifier,0
下,拨,下拨,0.6666666666666666,1.0,0.6923076923076923,0.6283761843510747,0.3795532587086765,0,0,-1,1,1,verb,-1,1,-1,26737542,947678,verb,classifier,0
下,生,下生,0.4069230769230768,1.0,0.8181818181818182,0.5384971976318141,0.5505251996708108,0,0,-1,1,1,verb,-1,1,-1,26737542,4223429,verb,verb,1
下,泄,下泄,0.7142857142857143,1.0,0.7142857142857143,0.7049619782190438,0.4734538777304928,0,0,-1,1,1,verb,10667,1,10667,26737542,360654,verb,verb,1
下,力,下力,0.5294117647058824,1.0,0.5294117647058824,0.56962579276515,0.5158148438562365,0,0,-1,1,1,verb,2999,1,2999,26737542,4877765,verb,noun,0
下,剩,下剩,0.4754545454545454,1.0,0.4754545454545454,0.5894492719133537,0.5365613472963994,0,0,-1,1,1,verb,710,1,710,26737542,676977,verb,verb,1
下,欠,下欠,0.4352631578947368,1.0,0.6923076923076923,0.6981078646589567,0.5419197817325905,0,0,状中,1,1,verb,535,1,535,26737542,747294,verb,verb,1
不,然,不然,0.73,1.0,0.9694339622641508,0.4761968294837789,0.6264980546037044,0,1,状中,3,1,adv,659487,1,659487,70153387,829162,expr,adv,1
不,再,不再,0.2430434782608695,1.0,0.2209090909090909,0.5646671636044245,0.6584154157217426,0,0,-1,4,3,adv,2131338,3,2131338,70153387,15399566,expr,adv,0
不,对,不对,1.0,0.7142857142857143,0.73,0.4558158575611981,0.5684867637032109,1,1,状中,13,6,adj,669532,6,669532,70153387,56546971,expr,verb,1
不,必,不必,0.73,1.0,0.73,0.4881849198158345,0.6121558149888771,0,1,-1,3,2,aux,825422,2,825422,70153387,1341390,expr,adv,1
不,下,不下,0.73,1.0,0.73,0.5476224238534357,0.4506467997012898,0,0,-1,3,6,stru,435262,6,435262,70153387,26737542,expr,verb,1
不,定,不定,0.73,1.0,0.73,0.5738920537686832,0.5745687025964884,0,0,状中,4,2,verb,150551,2,150551,70153387,3017491,expr,adj,1
与,之,与之,1.0,0.73,0.73,0.3827398146411841,0.6854262102214248,1,1,-1,1,1,adv,-1,1,-1,43497840,20702277,prep,pron,0
与,共,与共,0.2358823529411764,1.0,0.2992307692307692,0.4351542943832002,0.4175481391971466,0,1,-1,1,2,verb,13939,2,13939,43497840,3571523,prep,adv,1
与,门,与门,0.2209090909090909,1.0,0.2992307692307692,0.4680855322868005,0.5752217113326279,0,1,-1,1,4,noun,5408,4,5408,43497840,4739059,prep,noun,0
丑,闻,丑闻,1.0,0.2472413793103448,0.4285714285714285,0.4748198011762332,0.2578917803031033,1,1,-1,2,3,noun,151132,3,151132,414331,623222,noun,verb,1
丑,恶,丑恶,1.0,0.36,0.7867391304347826,0.572218152084254,0.6115260606513775,1,0,-1,2,1,adj,59448,1,59448,414331,520605,noun,verb,1
丑,事,丑事,1.0,0.73,0.73,0.5606037392231498,0.483552961795369,1,0,-1,1,2,noun,10986,2,10986,414331,9941650,noun,noun,1
丑,橘,丑橘,0.45,1.0,0.45,0.6070295969055767,0.4959161284534236,0,0,-1,3,1,noun,-1,1,-1,414331,188040,noun,noun,0
丑,行,丑行,1.0,0.4754545454545454,0.506,0.3565642734760473,0.3026412876292953,1,1,-1,2,2,noun,4831,2,4831,414331,5478924,noun,adj,1
专,门,专门,1.0,0.3333333333333333,0.3333333333333333,0.5232144749470838,0.5128911212605171,1,0,定中,6,2,adj,1605655,2,1605655,743811,4739059,adj,noun,1
专,用,专用,1.0,0.3142857142857143,0.3142857142857143,0.6561507320401652,0.6093840615971429,1,0,-1,2,1,adj,511362,1,511362,743811,20512801,adj,verb,1
专,题,专题,1.0,0.3103448275862069,0.3103448275862069,0.5763460052161195,0.4417537515838126,1,0,-1,1,1,adj,473356,1,473356,743811,1396225,adj,verb,1
专,项,专项,1.0,0.4285714285714285,0.4285714285714285,0.5100256988257738,0.4724392016433576,1,0,-1,1,1,adj,724472,1,724472,743811,5810813,adj,classifier,1
专,卖,专卖,0.2888888888888888,1.0,0.2888888888888888,0.7154809015631372,0.6549863918012649,0,0,状中,2,1,verb,77572,1,77572,743811,3193070,adj,verb,1
专,攻,专攻,0.2666666666666666,1.0,0.2666666666666666,0.445571404526765,0.48216558433733,0,1,-1,1,1,verb,21078,1,21078,743811,889301,adj,verb,1
专,营,专营,1.0,0.3142857142857143,0.3142857142857143,0.5340952272755033,0.4438036505395761,1,0,-1,1,1,adj,78643,1,78643,743811,864986,adj,noun,0
专,修,专修,0.2666666666666666,1.0,0.28,0.6089853678699566,0.6925845223159639,0,0,-1,1,1,verb,17415,1,17415,743811,1179366,adj,verb,1
专,指,专指,0.5555555555555556,1.0,0.3142857142857143,0.716546214332236,0.5997463870093558,0,0,-1,2,2,adj,-1,2,-1,743811,3355239,adj,verb,0
专,才,专才,0.2499999999999999,1.0,0.36,0.3976566130060549,0.378727921288244,0,1,-1,1,2,noun,7498,2,7498,743811,11164766,adj,adv,1
专,任,专任,0.3,1.0,0.4285714285714285,0.6474792897642009,0.4865357985847527,0,0,-1,2,1,verb,11219,1,11219,743811,1869955,adj,verb,1
世,界,世界,0.73,1.0,0.3437931034482758,0.5159927019413413,0.7244582159492734,0,0,定中,5,6,noun,9936800,6,9936800,1452037,780134,noun,noun,1
世,俗,世俗,0.3437931034482758,1.0,0.2592592592592592,0.469217227498138,0.5687352372302805,0,1,-1,4,5,noun,108362,5,108362,1452037,202367,noun,noun,1
世,事,世事,0.3846153846153846,1.0,0.3846153846153846,0.4142693128128202,0.5329292227035203,0,1,-1,1,1,noun,74137,1,74137,1452037,9941650,noun,noun,1
世,仇,世仇,0.3437931034482758,1.0,0.3437931034482758,0.5926961191975555,0.5411282846020007,0,0,-1,2,4,noun,3511,4,3511,1452037,229355,noun,noun,1
世,叔,世叔,0.3437931034482758,1.0,0.3687096774193548,0.6390647157517982,0.6121918578977428,0,0,-1,1,5,noun,1880,5,1880,1452037,544436,noun,noun,0
丘,陵,丘陵,0.865,1.0,0.865,0.4638122619868997,0.5681870284956163,0,1,-1,1,2,noun,48231,2,48231,130327,211299,noun,noun,1
丘,壑,丘壑,0.815,1.0,0.815,0.6095324023914162,0.6512171607454602,0,0,-1,1,2,noun,1541,2,1541,130327,59074,noun,noun,0
丙,烯,丙烯,0.3299999999999999,1.0,0.3299999999999999,0.5597529602105153,0.4332363026328403,0,0,-1,1,1,noun,20402,1,20402,235782,35122,num,noun,0
丙,酮,丙酮,0.3299999999999999,1.0,0.3299999999999999,0.6396132088152109,0.5518406192673916,0,0,-1,1,1,noun,21539,1,21539,235782,209707,num,noun,0
丙,基,丙基,0.3299999999999999,1.0,0.4,0.5419559992473063,0.4603257644670324,0,0,-1,1,1,noun,-1,1,-1,235782,1971955,num,noun,0
丙,酸,丙酸,0.3299999999999999,1.0,0.4,0.6209713784976669,0.5763716004886471,0,0,-1,1,1,noun,-1,1,-1,235782,808391,num,adj,0
业,主,业主,0.38,1.0,0.38,0.4476632853236653,0.2991692891536294,0,1,-1,2,2,noun,852512,2,852512,1815246,4249958,noun,noun,1
业,绩,业绩,0.5294117647058824,1.0,0.5294117647058824,0.567379264798179,0.5528535379089901,0,0,-1,1,1,noun,1125215,1,1125215,1815246,99360,noun,noun,1
业,已,业已,0.3333333333333333,1.0,0.3333333333333333,0.7068812814512201,0.5947898229602162,0,0,-1,1,1,adv,102047,1,102047,1815246,15757995,noun,adv,1
丛,集,丛集,1.0,0.6,0.6,0.4789549734220136,0.2987703314570159,1,1,-1,2,1,verb,571,1,571,151469,1513931,noun,verb,1
东,西,东西,1.0,0.8999999999999999,0.8999999999999999,0.4922956866874211,0.4927747987315457,1,1,联合,5,9,noun,5827002,9,5827002,2227600,3002467,noun,noun,1
东,部,东部,1.0,0.33,1.0,0.3789693882345181,0.501346119288061,1,1,-1,3,2,noun,564171,2,564171,2227600,7718766,noun,classifier,0
东,侧,东侧,1.0,0.85,0.85,0.4066674018786257,0.669637594739641,1,1,-1,1,2,noun,77443,2,77443,2227600,1486856,noun,verb,0
东,边,东边,1.0,0.85,1.0,0.4075064529645004,0.7003252672344403,1,1,-1,1,2,noun,45724,2,45724,2227600,3385425,noun,adv,1
东,门,东门,1.0,0.82,0.73,0.3735233347504387,0.6875906400873768,1,1,-1,2,5,noun,71703,5,71703,2227600,4739059,noun,noun,1
东,面,东面,1.0,0.73,0.73,0.3515307407642712,0.6247506335152285,1,1,-1,1,2,noun,42615,2,42615,2227600,5188966,noun,classifier,1
东,站,东站,0.3805504563894523,1.0,0.3805504563894523,0.595701427104131,0.7501818297008533,0,0,-1,1,6,noun,45371,6,45371,2227600,4876405,noun,verb,0
东,经,东经,0.3437931034482758,1.0,1.0,0.4202341736778827,0.3569661111108603,0,1,-1,1,3,noun,28965,3,28965,2227600,4464018,noun,noun,1
东,线,东线,1.0,0.73,0.73,0.4115612803673133,0.4744050730737865,1,1,-1,1,2,noun,-1,2,-1,2227600,4287870,noun,noun,0
东,端,东端,1.0,0.33,0.4285714285714285,0.3256339451315623,0.4486828873235522,1,1,-1,1,2,noun,9055,2,9055,2227600,1949715,noun,verb,0
东,头,东头,1.0,0.3372413793103448,0.73,0.3830558895556439,0.5673690563926527,1,1,-1,1,2,noun,-1,2,-1,2227600,5670592,noun,adj,0
东,道,东道,1.0,0.38,0.38,0.480269572924164,0.5743686966482793,1,1,10,1,2,noun,2680,2,2680,2227600,13776897,noun,noun,1
丝,带,丝带,0.2878947368421052,1.0,0.4841491228070175,0.5016894708271816,0.4386052424928846,0,0,-1,2,4,noun,41456,4,41456,1520442,8410064,classifier,noun,0
丝,线,丝线,0.4778717948717949,1.0,0.73,0.4714579645301595,0.5132420828456288,0,1,-1,2,3,noun,28041,3,28041,1520442,4287870,classifier,noun,1
丝,状,丝状,1.0,0.2925,0.3774824561403508,0.6280845992537266,0.5590321998608434,1,0,-1,1,1,noun,9498,1,9498,1520442,1250124,classifier,verb,0
丝,帕,丝帕,0.4841491228070175,1.0,0.4841491228070175,0.5033006214276748,0.4807750246422506,0,0,-1,1,2,noun,-1,2,-1,1520442,384047,classifier,classifier,0
丝,弦,丝弦,0.2878947368421052,1.0,0.4074074074074074,0.6458893975863531,0.4911981603333311,0,0,-1,1,2,noun,2156,2,2156,1520442,179542,classifier,noun,1
丢,下,丢下,1.0,0.6666666666666666,0.73,0.318357945946092,0.5188282812826762,1,1,-1,2,1,verb,86084,1,86084,924924,26737542,verb,verb,0
丢,开,丢开,1.0,0.8,0.8,0.3296191918195078,0.4830877021189226,1,1,-1,1,1,verb,15063,1,15063,924924,7960803,verb,verb,0
两,人,两人,0.2358823529411764,1.0,0.2941176470588235,0.473081433937944,0.5864228810666885,0,1,-1,1,2,noun,-1,2,-1,32745515,65506298,num,noun,0
两,岸,两岸,0.2682105263157894,1.0,0.2274358974358974,0.6369427429561169,0.5605643295684363,0,0,-1,3,7,noun,906254,7,906254,32745515,328251,num,noun,1
两,手,两手,0.3103448275862069,1.0,0.3103448275862069,0.6790202952819725,0.6365998250725174,0,0,定中,1,1,noun,113312,1,113312,32745515,13266506,num,noun,1
两,厢,两厢,0.282051282051282,1.0,0.3333333333333333,0.6152952735533337,0.5589913901937773,0,0,-1,2,6,noun,75862,6,75862,32745515,130920,num,noun,1
两,重,两重,1.0,0.6666666666666666,0.6666666666666666,0.5234671665747136,0.5244929012251766,1,0,-1,2,1,adj,25811,1,25811,32745515,4004920,num,adj,0
两,全,两全,0.4,1.0,0.4,0.4824981739618283,0.2991478613189576,0,1,-1,2,1,adj,18996,1,18996,32745515,5527100,num,adj,1
严,重,严重,0.3846153846153846,1.0,1.0,0.5239820171782077,0.5443424728071076,0,0,联合,8,1,adj,3880758,1,3880758,514189,4004920,noun,adj,1
严,格,严格,1.0,0.2472413793103448,0.2633333333333333,0.3292333692138203,0.5578466856640122,1,1,10,18,2,adj,1798180,2,1798180,514189,1373527,noun,noun,1
严,肃,严肃,0.5555555555555556,1.0,0.4,0.5127353056705832,0.5820024615978112,0,0,联合,6,4,adj,547618,4,547618,514189,73424,noun,verb,1
严,谨,严谨,1.0,0.5555555555555556,0.5555555555555556,0.4548617485334731,0.564333367614084,1,1,联合,6,2,adj,163239,2,163239,514189,98483,noun,adj,1
